title,release_year,genre,director,cast,runtime,budget,revenue,ratings_imdb,verdict
Storm Unleashed,2000,"Crime, Mystery",Anurag Kashyap,"Ayushmann Khurrana, Salman Khan, Sidharth Malhotra",118,22.28,77.85,9.2,2
Night Awakens,2000,"Romance, Thriller",S. S. Rajamouli,"Ayushmann Khurrana, Ranveer Singh, Ranbir Kapoor",149,80.28,64.42,7.6,0
Hope Code,2000,"Romance, Horror",Anurag Kashyap,"Kartik Aaryan, Sidharth Malhotra, Ranbir Kapoor",133,59.6,129.55,7.6,2
Revenge Awakens,2000,"Fantasy, Horror",Sanjay Leela Bhansali,"Aamir Khan, Kartik Aaryan, Ranveer Singh",101,86.59,264.64,4.7,2
War Diaries,2000,"Fantasy, Comedy",Ayan Mukerji,"Vicky Kaushal, Salman Khan, Kartik Aaryan",113,107.12,371.79,5.3,2
Heart Rising,2000,"Adventure, Drama",Farhan Akhtar,"Shah Rukh Khan, Tiger Shroff, Aamir Khan",145,294.29,935.23,4.7,2
King Chronicles,2000,"Drama, Thriller",Kabir Khan,"Salman Khan, Vicky Kaushal, Akshay Kumar",176,155.61,168.65,4.6,1
War Chronicles,2000,"Fantasy, Drama",Rajkumar Hirani,"Kartik Aaryan, Ranveer Singh, Shah Rukh Khan",93,102.78,269.63,8.9,2
Dream Rising,2000,"Romance, Adventure",Imtiaz Ali,"Kartik Aaryan, Ranveer Singh, Salman Khan",161,65.93,79.8,6.0,1
Revenge Saga,2000,"Fantasy, Action",Ayan Mukerji,"Sidharth Malhotra, Hrithik Roshan, Akshay Kumar",121,247.42,338.1,6.9,1
Heart Awakens,2000,"Romance, Thriller",Rohit Shetty,"Tiger Shroff, Vicky Kaushal, Varun Dhawan",130,33.99,33.55,4.9,0
Revenge Forever,2000,"Horror, Comedy",Rohit Shetty,"Ayushmann Khurrana, Hrithik Roshan, Rajkummar Rao",105,105.06,86.07,4.3,0
Shadow Saga,2000,"Action, Horror",S. S. Rajamouli,"Kartik Aaryan, Ayushmann Khurrana, Aamir Khan",97,245.99,493.94,6.8,2
Dream Awakens,2000,"Adventure, Adventure",Zoya Akhtar,"Tiger Shroff, Ranveer Singh, Rajkummar Rao",106,103.29,219.91,9.5,2
King Saga,2000,"Action, Comedy",Zoya Akhtar,"Ranbir Kapoor, Aamir Khan, Kartik Aaryan",173,43.33,59.35,4.4,1
War Forever,2000,"Horror, Comedy",Imtiaz Ali,"Sidharth Malhotra, Akshay Kumar, Ranveer Singh",174,86.17,261.03,4.2,2
Love Chronicles,2000,"Crime, Romance",Anurag Kashyap,"Sidharth Malhotra, Vicky Kaushal, Shah Rukh Khan",157,22.89,45.17,5.6,1
Storm Affair,2000,"Horror, Mystery",Ayan Mukerji,"Ranbir Kapoor, Hrithik Roshan, Tiger Shroff",132,194.45,404.03,4.7,2
Hope Rising,2000,"Action, Thriller",S. S. Rajamouli,"Kartik Aaryan, Ranveer Singh, Hrithik Roshan",120,159.1,217.61,9.1,1
Heart Saga,2000,"Action, Drama",Ayan Mukerji,"Shah Rukh Khan, Ranveer Singh, Aamir Khan",169,14.93,51.49,4.1,2
Love Affair,2000,"Mystery, Mystery",Farhan Akhtar,"Ayushmann Khurrana, Ranveer Singh, Kartik Aaryan",179,202.2,398.44,8.5,1
King Unleashed,2000,"Comedy, Thriller",Rajkumar Hirani,"Akshay Kumar, Ayushmann Khurrana, Varun Dhawan",119,138.52,324.06,6.3,2
Heart Code,2000,"Horror, Fantasy",Rohit Shetty,"Ranbir Kapoor, Vicky Kaushal, Aamir Khan",163,256.5,856.85,6.1,2
Heart Rising,2000,"Adventure, Adventure",S. S. Rajamouli,"Rajkummar Rao, Sidharth Malhotra, Kartik Aaryan",179,265.87,259.81,9.1,0
Hope Rising,2000,"Adventure, Action",Imtiaz Ali,"Akshay Kumar, Ayushmann Khurrana, Ranveer Singh",153,297.81,356.19,4.6,1
Heart Saga,2000,"Romance, Horror",Anurag Kashyap,"Ranbir Kapoor, Ayushmann Khurrana, Hrithik Roshan",150,202.39,536.13,8.6,2
War Code,2000,"Drama, Thriller",Rohit Shetty,"Tiger Shroff, Varun Dhawan, Rajkummar Rao",119,277.24,648.1,9.2,2
Heart Code,2001,"Romance, Mystery",Imtiaz Ali,"Tiger Shroff, Vicky Kaushal, Varun Dhawan",102,191.89,202.89,6.9,1
Love Saga,2001,"Thriller, Mystery",Rohit Shetty,"Aamir Khan, Ayushmann Khurrana, Varun Dhawan",180,135.8,232.97,7.1,1
Love Unleashed,2001,"Adventure, Crime",Karan Johar,"Akshay Kumar, Sidharth Malhotra, Ranbir Kapoor",139,148.45,316.09,5.6,2
Shadow Awakens,2001,"Horror, Fantasy",Rajkumar Hirani,"Ranbir Kapoor, Aamir Khan, Ranveer Singh",171,105.98,202.1,9.3,1
Love Saga,2001,"Drama, Horror",Rajkumar Hirani,"Sidharth Malhotra, Rajkummar Rao, Hrithik Roshan",144,141.49,418.15,5.2,2
Hope Forever,2001,"Adventure, Drama",Kabir Khan,"Vicky Kaushal, Hrithik Roshan, Kartik Aaryan",141,36.99,104.57,7.8,2
Revenge Returns,2001,"Mystery, Crime",Karan Johar,"Rajkummar Rao, Ayushmann Khurrana, Sidharth Malhotra",176,75.07,93.95,6.6,1
Dream Diaries,2001,"Mystery, Horror",Farhan Akhtar,"Ayushmann Khurrana, Shah Rukh Khan, Hrithik Roshan",124,208.04,436.3,4.1,2
Storm Chronicles,2001,"Horror, Action",Rajkumar Hirani,"Varun Dhawan, Akshay Kumar, Ranbir Kapoor",96,179.51,269.31,8.5,1
Dream Diaries,2001,"Drama, Fantasy",Kabir Khan,"Rajkummar Rao, Kartik Aaryan, Salman Khan",131,218.89,125.68,5.7,0
Heart Affair,2001,"Mystery, Fantasy",Zoya Akhtar,"Tiger Shroff, Varun Dhawan, Sidharth Malhotra",169,123.4,212.98,9.1,1
Love Affair,2001,"Fantasy, Comedy",Sanjay Leela Bhansali,"Tiger Shroff, Ranveer Singh, Shah Rukh Khan",167,285.35,705.0,4.0,2
Hope Chronicles,2001,"Romance, Horror",Rohit Shetty,"Ranveer Singh, Ranbir Kapoor, Akshay Kumar",154,279.18,361.38,4.6,1
Revenge Awakens,2001,"Crime, Action",Rohit Shetty,"Vicky Kaushal, Tiger Shroff, Aamir Khan",142,277.94,444.88,5.9,1
King Unleashed,2001,"Fantasy, Action",Kabir Khan,"Vicky Kaushal, Ranveer Singh, Kartik Aaryan",132,288.77,459.07,7.9,1
King Forever,2001,"Horror, Thriller",Karan Johar,"Shah Rukh Khan, Varun Dhawan, Tiger Shroff",138,250.36,268.04,9.2,1
Shadow Returns,2001,"Mystery, Comedy",Anurag Kashyap,"Hrithik Roshan, Ranveer Singh, Ayushmann Khurrana",118,94.78,299.47,8.2,2
Love Code,2001,"Romance, Crime",Karan Johar,"Aamir Khan, Salman Khan, Varun Dhawan",145,145.38,164.76,8.7,1
Hope Unleashed,2001,"Drama, Drama",Ayan Mukerji,"Tiger Shroff, Sidharth Malhotra, Shah Rukh Khan",172,280.94,145.67,6.2,0
Love Awakens,2001,"Adventure, Drama",Imtiaz Ali,"Ayushmann Khurrana, Ranveer Singh, Rajkummar Rao",118,217.76,336.09,4.8,1
Revenge Diaries,2001,"Mystery, Fantasy",Sanjay Leela Bhansali,"Ranbir Kapoor, Ranveer Singh, Ayushmann Khurrana",150,263.36,379.1,5.9,1
Night Rising,2001,"Action, Action",Karan Johar,"Ayushmann Khurrana, Aamir Khan, Vicky Kaushal",95,130.36,148.5,4.3,1
Dream Awakens,2001,"Horror, Thriller",Ayan Mukerji,"Akshay Kumar, Shah Rukh Khan, Tiger Shroff",168,178.63,535.46,6.9,2
Storm Unleashed,2001,"Mystery, Drama",Ayan Mukerji,"Shah Rukh Khan, Varun Dhawan, Vicky Kaushal",177,10.52,24.57,7.3,2
War Diaries,2001,"Crime, Mystery",Anurag Kashyap,"Kartik Aaryan, Ranbir Kapoor, Aamir Khan",161,34.0,79.74,7.7,2
Shadow Forever,2001,"Thriller, Thriller",Karan Johar,"Shah Rukh Khan, Kartik Aaryan, Rajkummar Rao",123,33.42,60.73,5.3,1
Shadow Code,2001,"Romance, Thriller",Rohit Shetty,"Sidharth Malhotra, Vicky Kaushal, Varun Dhawan",134,235.31,590.36,6.9,2
Love Rising,2001,"Drama, Fantasy",Karan Johar,"Salman Khan, Hrithik Roshan, Rajkummar Rao",180,212.36,497.25,8.5,2
King Saga,2001,"Mystery, Mystery",Anurag Kashyap,"Kartik Aaryan, Hrithik Roshan, Akshay Kumar",148,264.3,788.03,4.3,2
War Diaries,2001,"Drama, Crime",Kabir Khan,"Ayushmann Khurrana, Kartik Aaryan, Sidharth Malhotra",129,275.2,449.87,8.1,1
Dream Chronicles,2001,"Comedy, Thriller",Rajkumar Hirani,"Rajkummar Rao, Ranbir Kapoor, Shah Rukh Khan",91,267.83,837.78,6.1,2
Storm Unleashed,2001,"Romance, Fantasy",Karan Johar,"Akshay Kumar, Rajkummar Rao, Hrithik Roshan",108,26.76,41.34,7.3,1
Hope Saga,2001,"Drama, Adventure",Zoya Akhtar,"Ranveer Singh, Tiger Shroff, Sidharth Malhotra",170,35.46,95.17,8.8,2
War Affair,2001,"Adventure, Mystery",Karan Johar,"Rajkummar Rao, Aamir Khan, Salman Khan",120,33.44,30.71,6.5,0
Love Saga,2001,"Action, Adventure",Ayan Mukerji,"Ayushmann Khurrana, Rajkummar Rao, Akshay Kumar",95,41.27,72.24,6.9,1
Love Code,2001,"Thriller, Fantasy",Anurag Kashyap,"Ayushmann Khurrana, Aamir Khan, Hrithik Roshan",163,11.44,36.35,8.5,2
Shadow Code,2001,"Crime, Crime",Anurag Kashyap,"Kartik Aaryan, Akshay Kumar, Shah Rukh Khan",104,125.42,79.41,5.5,0
Love Code,2001,"Adventure, Horror",Ayan Mukerji,"Rajkummar Rao, Ranbir Kapoor, Varun Dhawan",128,100.8,142.47,8.2,1
Shadow Affair,2001,"Action, Romance",Rohit Shetty,"Sidharth Malhotra, Ranbir Kapoor, Rajkummar Rao",99,286.59,574.26,7.4,2
Dream Code,2001,"Drama, Horror",Anurag Kashyap,"Rajkummar Rao, Ranveer Singh, Vicky Kaushal",120,176.27,351.56,9.0,1
King Returns,2001,"Thriller, Drama",Sanjay Leela Bhansali,"Vicky Kaushal, Ayushmann Khurrana, Aamir Khan",103,124.66,133.37,5.1,1
Heart Awakens,2001,"Drama, Crime",Karan Johar,"Ranbir Kapoor, Ayushmann Khurrana, Aamir Khan",177,79.43,43.14,5.8,0
Love Returns,2001,"Mystery, Horror",Anurag Kashyap,"Ranveer Singh, Rajkummar Rao, Vicky Kaushal",110,172.55,192.62,5.6,1
Heart Forever,2001,"Horror, Comedy",Rajkumar Hirani,"Ayushmann Khurrana, Kartik Aaryan, Ranveer Singh",162,22.94,78.22,7.1,2
Love Affair,2001,"Drama, Fantasy",Ayan Mukerji,"Salman Khan, Hrithik Roshan, Sidharth Malhotra",117,185.96,358.37,8.1,1
Shadow Diaries,2001,"Crime, Fantasy",Anurag Kashyap,"Rajkummar Rao, Salman Khan, Varun Dhawan",128,19.54,47.59,7.2,2
Love Affair,2001,"Horror, Action",Kabir Khan,"Tiger Shroff, Salman Khan, Shah Rukh Khan",118,108.99,374.48,7.3,2
Dream Awakens,2001,"Thriller, Crime",S. S. Rajamouli,"Vicky Kaushal, Varun Dhawan, Hrithik Roshan",157,108.0,228.7,8.2,2
Love Saga,2001,"Romance, Thriller",Kabir Khan,"Ranveer Singh, Akshay Kumar, Vicky Kaushal",173,260.5,707.22,6.4,2
War Returns,2001,"Horror, Mystery",Ayan Mukerji,"Ranveer Singh, Akshay Kumar, Vicky Kaushal",161,246.37,356.23,4.8,1
War Awakens,2001,"Mystery, Comedy",Ayan Mukerji,"Salman Khan, Rajkummar Rao, Varun Dhawan",129,39.6,121.03,4.9,2
Dream Awakens,2001,"Mystery, Thriller",Sanjay Leela Bhansali,"Ayushmann Khurrana, Ranbir Kapoor, Akshay Kumar",153,199.64,611.49,5.6,2
Love Returns,2001,"Adventure, Comedy",Karan Johar,"Sidharth Malhotra, Vicky Kaushal, Varun Dhawan",149,198.36,556.93,4.2,2
Heart Unleashed,2001,"Comedy, Crime",Zoya Akhtar,"Varun Dhawan, Tiger Shroff, Kartik Aaryan",113,83.65,138.66,5.7,1
Heart Code,2001,"Adventure, Mystery",Rajkumar Hirani,"Aamir Khan, Akshay Kumar, Ranveer Singh",154,152.49,391.86,9.2,2
War Diaries,2001,"Drama, Action",Kabir Khan,"Aamir Khan, Tiger Shroff, Shah Rukh Khan",96,28.52,85.5,7.5,2
Love Diaries,2001,"Drama, Crime",Sanjay Leela Bhansali,"Salman Khan, Varun Dhawan, Hrithik Roshan",130,216.72,572.72,6.1,2
Storm Saga,2001,"Mystery, Fantasy",Sanjay Leela Bhansali,"Ranbir Kapoor, Ayushmann Khurrana, Aamir Khan",115,111.15,217.01,8.7,1
Dream Affair,2001,"Drama, Drama",Rohit Shetty,"Shah Rukh Khan, Ranbir Kapoor, Ranveer Singh",111,116.44,246.23,7.6,2
Hope Chronicles,2001,"Thriller, Crime",S. S. Rajamouli,"Rajkummar Rao, Ranbir Kapoor, Varun Dhawan",179,23.01,27.8,8.8,1
Hope Forever,2001,"Fantasy, Adventure",Imtiaz Ali,"Akshay Kumar, Ranbir Kapoor, Rajkummar Rao",163,242.93,606.48,6.7,2
Heart Code,2001,"Romance, Crime",Rajkumar Hirani,"Ayushmann Khurrana, Kartik Aaryan, Shah Rukh Khan",174,177.24,107.84,9.4,0
King Chronicles,2001,"Romance, Romance",Anurag Kashyap,"Aamir Khan, Sidharth Malhotra, Ranveer Singh",123,268.92,448.53,6.0,1
War Rising,2001,"Drama, Crime",Zoya Akhtar,"Salman Khan, Ranveer Singh, Vicky Kaushal",136,11.32,25.75,6.2,2
Hope Diaries,2001,"Thriller, Romance",Rohit Shetty,"Hrithik Roshan, Varun Dhawan, Rajkummar Rao",161,146.95,368.22,9.1,2
War Returns,2001,"Fantasy, Romance",Ayan Mukerji,"Ranbir Kapoor, Kartik Aaryan, Ranveer Singh",150,282.25,574.89,6.0,2
Night Returns,2001,"Fantasy, Action",Kabir Khan,"Aamir Khan, Ayushmann Khurrana, Ranbir Kapoor",175,27.63,26.37,5.1,0
Shadow Chronicles,2001,"Fantasy, Comedy",Zoya Akhtar,"Kartik Aaryan, Aamir Khan, Rajkummar Rao",156,227.14,333.4,7.8,1
King Chronicles,2001,"Action, Romance",Rohit Shetty,"Hrithik Roshan, Akshay Kumar, Rajkummar Rao",97,36.8,104.18,5.8,2
Night Saga,2001,"Action, Comedy",Farhan Akhtar,"Salman Khan, Ranveer Singh, Vicky Kaushal",168,157.15,536.3,4.9,2
Heart Returns,2001,"Fantasy, Mystery",S. S. Rajamouli,"Rajkummar Rao, Ayushmann Khurrana, Hrithik Roshan",173,158.91,227.33,6.0,1
Night Returns,2001,"Drama, Crime",Anurag Kashyap,"Shah Rukh Khan, Ranbir Kapoor, Varun Dhawan",94,218.62,727.82,7.8,2
Dream Chronicles,2001,"Drama, Crime",Farhan Akhtar,"Salman Khan, Tiger Shroff, Shah Rukh Khan",168,273.11,809.33,5.1,2
Shadow Unleashed,2001,"Comedy, Fantasy",Farhan Akhtar,"Akshay Kumar, Vicky Kaushal, Ranveer Singh",179,224.17,581.11,6.1,2
Love Returns,2001,"Action, Romance",Karan Johar,"Shah Rukh Khan, Hrithik Roshan, Rajkummar Rao",109,199.48,558.02,9.1,2
King Diaries,2001,"Action, Crime",Zoya Akhtar,"Ayushmann Khurrana, Vicky Kaushal, Kartik Aaryan",90,69.44,233.07,9.5,2
Night Saga,2001,"Horror, Adventure",Zoya Akhtar,"Tiger Shroff, Akshay Kumar, Varun Dhawan",131,37.15,88.62,7.9,2
Revenge Saga,2001,"Mystery, Crime",Sanjay Leela Bhansali,"Ayushmann Khurrana, Varun Dhawan, Tiger Shroff",132,283.93,762.69,7.9,2
War Saga,2001,"Fantasy, Thriller",Rohit Shetty,"Hrithik Roshan, Tiger Shroff, Shah Rukh Khan",97,29.79,22.16,8.6,0
Hope Diaries,2001,"Horror, Thriller",Zoya Akhtar,"Sidharth Malhotra, Varun Dhawan, Ranbir Kapoor",91,78.53,200.55,7.2,2
Storm Chronicles,2001,"Horror, Drama",Farhan Akhtar,"Hrithik Roshan, Shah Rukh Khan, Ayushmann Khurrana",156,181.87,482.64,6.1,2
Love Code,2001,"Fantasy, Mystery",Rohit Shetty,"Shah Rukh Khan, Aamir Khan, Rajkummar Rao",126,82.66,214.41,4.5,2
Storm Awakens,2001,"Mystery, Adventure",Zoya Akhtar,"Tiger Shroff, Rajkummar Rao, Salman Khan",149,53.05,161.71,4.0,2
Night Chronicles,2001,"Comedy, Fantasy",Anurag Kashyap,"Salman Khan, Ayushmann Khurrana, Varun Dhawan",172,94.61,314.42,8.3,2
Shadow Chronicles,2001,"Crime, Horror",Zoya Akhtar,"Ranbir Kapoor, Tiger Shroff, Ayushmann Khurrana",179,204.73,567.05,4.9,2
Shadow Affair,2001,"Comedy, Adventure",Ayan Mukerji,"Rajkummar Rao, Salman Khan, Hrithik Roshan",137,85.76,223.2,9.3,2
Night Awakens,2001,"Horror, Mystery",Anurag Kashyap,"Shah Rukh Khan, Ranbir Kapoor, Sidharth Malhotra",99,150.58,254.24,6.6,1
War Code,2001,"Adventure, Romance",Anurag Kashyap,"Ranbir Kapoor, Hrithik Roshan, Sidharth Malhotra",143,267.68,259.44,6.7,0
Dream Unleashed,2001,"Romance, Action",Sanjay Leela Bhansali,"Salman Khan, Ranveer Singh, Ayushmann Khurrana",173,245.86,154.39,5.8,0
Love Saga,2001,"Horror, Romance",Karan Johar,"Ayushmann Khurrana, Tiger Shroff, Ranbir Kapoor",168,269.44,615.43,7.5,2
War Rising,2001,"Mystery, Adventure",Rajkumar Hirani,"Akshay Kumar, Kartik Aaryan, Salman Khan",170,107.46,302.44,5.2,2
Revenge Awakens,2001,"Fantasy, Adventure",Kabir Khan,"Salman Khan, Rajkummar Rao, Varun Dhawan",167,115.71,388.83,6.8,2
Love Awakens,2001,"Romance, Crime",Anurag Kashyap,"Salman Khan, Hrithik Roshan, Tiger Shroff",158,144.24,240.36,8.5,1
Storm Affair,2001,"Action, Mystery",Kabir Khan,"Rajkummar Rao, Aamir Khan, Ranbir Kapoor",133,206.76,656.42,4.3,2
Dream Rising,2001,"Action, Drama",Rajkumar Hirani,"Aamir Khan, Salman Khan, Ranbir Kapoor",154,120.8,356.21,5.6,2
Hope Returns,2001,"Fantasy, Romance",Rajkumar Hirani,"Ranbir Kapoor, Vicky Kaushal, Kartik Aaryan",109,36.54,56.42,5.1,1
Hope Awakens,2001,"Mystery, Horror",S. S. Rajamouli,"Vicky Kaushal, Ranveer Singh, Ayushmann Khurrana",137,29.32,82.8,5.2,2
Revenge Affair,2001,"Romance, Drama",Rajkumar Hirani,"Shah Rukh Khan, Ranbir Kapoor, Hrithik Roshan",122,72.77,65.33,7.7,0
King Affair,2001,"Action, Drama",Anurag Kashyap,"Ayushmann Khurrana, Aamir Khan, Ranbir Kapoor",109,100.2,104.25,5.3,1
King Diaries,2001,"Drama, Romance",Ayan Mukerji,"Ranveer Singh, Ayushmann Khurrana, Vicky Kaushal",146,165.11,544.69,5.7,2
Heart Code,2001,"Comedy, Action",Karan Johar,"Salman Khan, Sidharth Malhotra, Hrithik Roshan",139,209.43,600.55,4.1,2
Storm Forever,2001,"Crime, Thriller",Farhan Akhtar,"Vicky Kaushal, Salman Khan, Aamir Khan",135,131.56,158.64,5.8,1
Dream Diaries,2001,"Mystery, Mystery",Rohit Shetty,"Ayushmann Khurrana, Sidharth Malhotra, Ranbir Kapoor",93,57.75,126.9,4.3,2
Hope Chronicles,2001,"Comedy, Adventure",Farhan Akhtar,"Tiger Shroff, Shah Rukh Khan, Varun Dhawan",106,234.45,410.3,7.1,1
Hope Forever,2001,"Thriller, Fantasy",Karan Johar,"Kartik Aaryan, Shah Rukh Khan, Rajkummar Rao",124,65.65,210.12,7.6,2
Love Unleashed,2001,"Crime, Comedy",Karan Johar,"Kartik Aaryan, Varun Dhawan, Ayushmann Khurrana",180,236.99,459.37,7.8,1
Shadow Returns,2001,"Fantasy, Comedy",Imtiaz Ali,"Rajkummar Rao, Akshay Kumar, Kartik Aaryan",151,281.44,279.55,5.9,0
Shadow Returns,2001,"Thriller, Crime",Zoya Akhtar,"Akshay Kumar, Salman Khan, Hrithik Roshan",143,135.53,394.56,5.9,2
Night Unleashed,2001,"Adventure, Drama",Ayan Mukerji,"Akshay Kumar, Vicky Kaushal, Ranveer Singh",102,210.26,247.6,5.4,1
Dream Unleashed,2001,"Adventure, Action",Kabir Khan,"Ranbir Kapoor, Hrithik Roshan, Ranveer Singh",142,142.4,442.41,9.4,2
Hope Chronicles,2001,"Romance, Mystery",Rajkumar Hirani,"Tiger Shroff, Ranveer Singh, Aamir Khan",152,148.9,233.37,7.7,1
Hope Awakens,2001,"Thriller, Romance",Ayan Mukerji,"Kartik Aaryan, Rajkummar Rao, Sidharth Malhotra",179,102.57,117.66,8.3,1
Shadow Forever,2001,"Drama, Horror",Imtiaz Ali,"Ranveer Singh, Aamir Khan, Rajkummar Rao",160,97.34,288.09,5.9,2
War Awakens,2001,"Thriller, Mystery",Sanjay Leela Bhansali,"Ranbir Kapoor, Kartik Aaryan, Hrithik Roshan",121,174.2,543.48,8.1,2
Shadow Awakens,2001,"Action, Comedy",Sanjay Leela Bhansali,"Tiger Shroff, Hrithik Roshan, Aamir Khan",124,283.0,774.73,5.1,2
Revenge Rising,2001,"Horror, Mystery",Zoya Akhtar,"Vicky Kaushal, Ranveer Singh, Tiger Shroff",177,247.13,732.95,9.4,2
Dream Forever,2001,"Drama, Drama",Ayan Mukerji,"Ayushmann Khurrana, Ranbir Kapoor, Akshay Kumar",164,275.83,708.05,7.6,2
Love Returns,2001,"Crime, Comedy",Sanjay Leela Bhansali,"Kartik Aaryan, Hrithik Roshan, Salman Khan",107,142.72,497.78,5.1,2
Shadow Code,2001,"Comedy, Fantasy",Farhan Akhtar,"Varun Dhawan, Shah Rukh Khan, Tiger Shroff",103,173.83,88.18,6.6,0
War Awakens,2001,"Thriller, Thriller",Anurag Kashyap,"Hrithik Roshan, Ranveer Singh, Tiger Shroff",94,104.17,76.31,7.1,0
Hope Code,2001,"Mystery, Action",Sanjay Leela Bhansali,"Akshay Kumar, Ayushmann Khurrana, Salman Khan",121,137.44,456.49,6.3,2
Night Forever,2001,"Comedy, Horror",Rajkumar Hirani,"Rajkummar Rao, Tiger Shroff, Varun Dhawan",119,160.1,265.43,8.5,1
Storm Code,2001,"Action, Comedy",Rohit Shetty,"Hrithik Roshan, Varun Dhawan, Ranveer Singh",142,79.45,213.97,6.2,2
King Affair,2001,"Action, Action",Rohit Shetty,"Akshay Kumar, Ayushmann Khurrana, Rajkummar Rao",116,22.53,15.82,5.7,0
King Returns,2001,"Mystery, Action",Rohit Shetty,"Salman Khan, Ranbir Kapoor, Ayushmann Khurrana",102,213.31,528.03,5.9,2
Dream Returns,2001,"Action, Horror",Rajkumar Hirani,"Varun Dhawan, Shah Rukh Khan, Aamir Khan",162,54.42,43.76,9.0,0
Storm Forever,2001,"Drama, Romance",Sanjay Leela Bhansali,"Ranbir Kapoor, Varun Dhawan, Rajkummar Rao",140,271.83,838.32,6.8,2
Shadow Code,2001,"Thriller, Thriller",Rajkumar Hirani,"Shah Rukh Khan, Ranveer Singh, Kartik Aaryan",162,84.44,170.99,8.7,2
Hope Saga,2001,"Crime, Crime",Farhan Akhtar,"Varun Dhawan, Rajkummar Rao, Ranbir Kapoor",114,115.22,302.78,4.4,2
Shadow Code,2001,"Fantasy, Fantasy",Kabir Khan,"Salman Khan, Ranbir Kapoor, Vicky Kaushal",170,264.57,597.71,4.4,2
Night Diaries,2001,"Action, Mystery",Imtiaz Ali,"Sidharth Malhotra, Tiger Shroff, Ranveer Singh",97,218.62,517.8,8.6,2
War Awakens,2001,"Thriller, Fantasy",Imtiaz Ali,"Varun Dhawan, Ranveer Singh, Vicky Kaushal",157,138.8,123.83,6.5,0
War Saga,2001,"Mystery, Romance",Sanjay Leela Bhansali,"Hrithik Roshan, Tiger Shroff, Ranveer Singh",125,140.41,361.6,8.9,2
Love Rising,2001,"Mystery, Adventure",Zoya Akhtar,"Kartik Aaryan, Tiger Shroff, Hrithik Roshan",157,28.57,58.16,7.1,2
Dream Chronicles,2001,"Horror, Drama",Sanjay Leela Bhansali,"Salman Khan, Ayushmann Khurrana, Vicky Kaushal",137,93.9,231.12,4.3,2
Love Returns,2001,"Adventure, Romance",Rajkumar Hirani,"Sidharth Malhotra, Hrithik Roshan, Ayushmann Khurrana",128,284.22,382.19,7.7,1
Heart Rising,2001,"Action, Drama",Rajkumar Hirani,"Vicky Kaushal, Akshay Kumar, Varun Dhawan",98,280.47,519.04,5.4,1
Dream Diaries,2001,"Horror, Thriller",Rohit Shetty,"Rajkummar Rao, Ranveer Singh, Hrithik Roshan",125,142.9,213.95,6.0,1
Storm Code,2001,"Comedy, Drama",Ayan Mukerji,"Ranbir Kapoor, Shah Rukh Khan, Ayushmann Khurrana",90,268.88,268.39,6.7,0
Dream Diaries,2001,"Adventure, Drama",Kabir Khan,"Akshay Kumar, Kartik Aaryan, Varun Dhawan",162,98.0,58.25,5.0,0
Revenge Rising,2001,"Romance, Adventure",Ayan Mukerji,"Varun Dhawan, Aamir Khan, Tiger Shroff",124,220.1,132.28,4.7,0
Hope Forever,2001,"Comedy, Romance",Anurag Kashyap,"Ranbir Kapoor, Shah Rukh Khan, Rajkummar Rao",115,233.14,560.96,8.9,2
Heart Saga,2001,"Adventure, Crime",Ayan Mukerji,"Sidharth Malhotra, Salman Khan, Akshay Kumar",126,69.08,150.88,8.1,2
Shadow Unleashed,2001,"Crime, Horror",Ayan Mukerji,"Ayushmann Khurrana, Salman Khan, Varun Dhawan",154,81.19,43.23,9.1,0
War Saga,2001,"Adventure, Fantasy",Rohit Shetty,"Aamir Khan, Rajkummar Rao, Shah Rukh Khan",92,38.57,121.03,4.8,2
King Code,2001,"Drama, Action",Ayan Mukerji,"Salman Khan, Ranveer Singh, Kartik Aaryan",97,216.66,653.43,7.6,2
Storm Code,2001,"Fantasy, Horror",Zoya Akhtar,"Ranveer Singh, Rajkummar Rao, Sidharth Malhotra",159,270.71,458.04,7.5,1
Shadow Affair,2001,"Fantasy, Adventure",Ayan Mukerji,"Kartik Aaryan, Varun Dhawan, Ayushmann Khurrana",125,160.5,329.92,6.1,2
King Unleashed,2001,"Thriller, Crime",Zoya Akhtar,"Ranbir Kapoor, Akshay Kumar, Tiger Shroff",115,266.07,807.26,9.0,2
Revenge Chronicles,2001,"Drama, Horror",Rohit Shetty,"Hrithik Roshan, Vicky Kaushal, Rajkummar Rao",102,130.59,442.19,5.5,2
Storm Diaries,2001,"Fantasy, Romance",Zoya Akhtar,"Salman Khan, Sidharth Malhotra, Ayushmann Khurrana",155,113.98,279.31,8.8,2
Night Unleashed,2001,"Horror, Thriller",S. S. Rajamouli,"Sidharth Malhotra, Akshay Kumar, Salman Khan",91,97.7,261.39,5.6,2
King Saga,2001,"Drama, Action",Sanjay Leela Bhansali,"Ranbir Kapoor, Ranveer Singh, Aamir Khan",145,231.17,148.62,6.8,0
Hope Unleashed,2001,"Crime, Comedy",Anurag Kashyap,"Aamir Khan, Shah Rukh Khan, Tiger Shroff",104,269.21,505.7,5.7,1
King Unleashed,2001,"Comedy, Comedy",Sanjay Leela Bhansali,"Tiger Shroff, Aamir Khan, Varun Dhawan",154,16.64,26.17,5.2,1
Heart Saga,2001,"Mystery, Adventure",Karan Johar,"Salman Khan, Shah Rukh Khan, Ranveer Singh",145,258.7,509.79,8.4,1
